,fechas,lluvia
0,2020-11-05 21:07:26.083794,1
1,2020-11-05 21:07:26.083794,1
2,2020-11-05 21:07:26.083794,1
3,2020-11-05 21:07:26.083794,1
4,2020-11-05 21:07:26.083794,0
5,2020-11-05 21:07:26.083794,0
6,2020-11-05 21:07:26.083794,0
7,2020-11-05 21:07:26.083794,1
8,2020-11-05 21:07:26.083794,0
9,2020-11-05 21:07:26.083794,1
10,2020-11-05 21:07:26.083794,7
11,2020-11-05 21:07:26.083794,13
12,2020-11-05 21:07:26.083794,13
13,2020-11-05 21:07:26.083794,8
14,2020-11-05 21:07:26.083794,14
15,2020-11-05 21:07:26.083794,7
16,2020-11-05 21:07:26.083794,9
17,2020-11-05 21:07:26.083794,14
18,2020-11-05 21:07:26.083794,4
19,2020-11-05 21:07:26.083794,9
20,2020-11-05 21:07:26.083794,10
21,2020-11-05 21:07:26.083794,4
22,2020-11-05 21:07:26.083794,9
23,2020-11-05 21:07:26.083794,11
24,2020-11-05 21:07:26.083794,5
25,2020-11-05 21:07:26.083794,6
26,2020-11-05 21:07:26.083794,14
27,2020-11-05 21:07:26.083794,14
28,2020-11-05 21:07:26.083794,6
29,2020-11-05 21:07:26.083794,9
30,2020-11-05 21:07:26.083794,17
31,2020-11-05 21:07:26.083794,27
32,2020-11-05 21:07:26.083794,22
33,2020-11-05 21:07:26.083794,28
34,2020-11-05 21:07:26.083794,15
35,2020-11-05 21:07:26.083794,19
36,2020-11-05 21:07:26.083794,29
37,2020-11-05 21:07:26.083794,17
38,2020-11-05 21:07:26.083794,23
39,2020-11-05 21:07:26.083794,25
40,2020-11-05 21:07:26.083794,18
41,2020-11-05 21:07:26.083794,21
42,2020-11-05 21:07:26.083794,28
43,2020-11-05 21:07:26.083794,19
44,2020-11-05 21:07:26.083794,27
45,2020-11-05 21:07:26.083794,18
46,2020-11-05 21:07:26.083794,16
47,2020-11-05 21:07:26.083794,23
48,2020-11-05 21:07:26.083794,28
49,2020-11-05 21:07:26.083794,16
50,2020-11-05 21:07:26.083794,17
51,2020-11-05 21:07:26.083794,23
52,2020-11-05 21:07:26.083794,29
53,2020-11-05 21:07:26.083794,15
54,2020-11-05 21:07:26.083794,28
55,2020-11-05 21:07:26.083794,23
56,2020-11-05 21:07:26.083794,25
57,2020-11-05 21:07:26.083794,18
58,2020-11-05 21:07:26.083794,26
59,2020-11-05 21:07:26.083794,29
60,2020-11-05 21:07:26.083794,20
61,2020-11-05 21:07:26.083794,26
62,2020-11-05 21:07:26.083794,19
63,2020-11-05 21:07:26.083794,28
64,2020-11-05 21:07:26.083794,17
65,2020-11-05 21:07:26.083794,29
66,2020-11-05 21:07:26.083794,21
67,2020-11-05 21:07:26.083794,26
68,2020-11-05 21:07:26.083794,27
69,2020-11-05 21:07:26.083794,15
