;Fecha;Ubicacion;Temperatura;Humedad;Presion;VelocidadViento;DireccionViento;Precipitacion;PuntoRocio;VelocidadVehiculo;LongitudVehiculo;Humo
0;01/04/2020 10:32;Interseccion ruta 322 - Interseccion ruta 321;6;73.1021;1026;31;244;29;5;;;0
1;01/04/2020 11:13;Rio Marapa - Villa Belgrano;10;73.718;1026;70;244;1;9;;;0
2;01/04/2020 12:55;Aguilares - Concepcion;11;73.186;1024;33;244;44;10;;;0
3;01/04/2020 22:44;Pueblo Viejo - Rio el Sueño;3;73.726;1019;70;244;14;2;;;0
4;02/04/2020 04:26;Villa Belgrano - Aguilares;15;73.252;1023;30;244;56;14;;;0
5;02/04/2020 10:47;Rio Seco - Monteros;6;73.16;1026;14;244;5;5;;;0
6;02/04/2020 16:25;Huasa Pampa - Rio Marapa;6;73.106;1024;49;244;30;5;;;0
7;02/04/2020 18:52;Rio Marapa - Villa Belgrano;1;73.24;1020;19;244;48;0;;;0
8;02/04/2020 19:53;Pueblo Viejo - Rio el Sueño;1;73.869;1024;16;244;59;0;;;0
9;03/04/2020 02:04;Rio Marapa - Villa Belgrano;6;73.231;1023;29;244;57;5;;;0
10;03/04/2020 02:30;Rio Caspichango - Interseccion ruta 322;8;73.626;1020;34;244;31;7;;;0
11;03/04/2020 04:20;Villa Belgrano - Aguilares;1;73.880;1019;59;244;64;0;;;0
12;03/04/2020 04:46;Rio Marapa - Villa Belgrano;4;73.925;1024;49;244;37;3;;;0
13;03/04/2020 04:54;Rio Seco - Monteros;11;73.174;1024;55;244;7;10;;;0
14;04/04/2020 10:24;Interseccion ruta 321 - S M de Tuc;15;73.688;1023;36;244;51;14;;;0
15;04/04/2020 14:44;Villa Belgrano - Aguilares;1;73.380;1026;22;244;10;0;;;0
16;04/04/2020 19:15;Interseccion ruta 321 - S M de Tuc;2;73.842;1025;39;244;27;1;;;0
17;05/04/2020 03:42;Rumi Punco - Pueblo Viejo;15;73.254;1023;53;244;14;14;;;0
18;05/04/2020 07:34;Villa Belgrano - Aguilares;7;73.20;1021;51;244;39;6;;;0
19;05/04/2020 18:20;Rio el Sueño - Huasa Pampa;1;73.225;1025;43;244;20;0;;;0
20;06/04/2020 01:18;Rio Caspichango - Interseccion ruta 322;4;73.78;1023;20;244;39;3;;;0
21;06/04/2020 04:08;Rio Marapa - Villa Belgrano;3;73.35;1021;42;244;50;2;;;0
22;06/04/2020 11:47;Huasa Pampa - Rio Marapa;8;73.935;1022;65;244;26;7;;;0
23;06/04/2020 17:13;Aguilares - Concepcion;6;73.344;1019;33;244;9;5;;;0
24;06/04/2020 22:22;Interseccion ruta 321 - S M de Tuc;14;73.964;1024;14;244;23;13;;;0
25;07/04/2020 16:16;Concepcion - Rio Seco;13;73.994;1025;5;244;52;12;;;0
26;07/04/2020 16:19;Rio Seco - Monteros;6;73.45;1023;20;244;34;5;;;0
27;08/04/2020 05:52;Pueblo Viejo - Rio el Sueño;9;73.135;1021;19;244;53;8;;;0
28;08/04/2020 09:37;Interseccion ruta 322 - Interseccion ruta 321;11;73.404;1019;62;244;22;10;;;0
